locality,region,pop,proper
bella-vista,ar,30771,Bella Vista
bellefonte,ar,421,Bellefonte
belleville,ar,311,Belleville
ben-lomond,ar,136,Ben Lomond
benton,ar,35699,Benton
bentonville,ar,56936,Bentonville
bergman,ar,434,Bergman
berryville,ar,5715,Berryville
bexar,ar,0,Bexar
big-flat,ar,89,Big Flat
bigelow,ar,350,Bigelow
biggers,ar,310,Biggers
birdsong,ar,30,Birdsong
biscoe,ar,299,Biscoe
bismarck,ar,4278,Bismarck
black-oak,ar,230,Black Oak
black-rock,ar,590,Black Rock
black-springs,ar,92,Black Springs
blevins,ar,282,Blevins
blue-eye,ar,41,Blue Eye
blue-mountain,ar,87,Blue Mountain
bluff-city,ar,113,Bluff City
bluffton,ar,113,Bluffton
blytheville,ar,13000,Blytheville
bodcaw,ar,120,Bodcaw
boles,ar,677,Boles
bonanza,ar,593,Bonanza
bonnerdale,ar,1074,Bonnerdale
bono,ar,2584,Bono
booneville,ar,3809,Booneville
bradford,ar,681,Bradford
bradley,ar,399,Bradley
branch,ar,299,Branch
briarcliff,ar,237,Briarcliff
brickeys,ar,1475,Brickeys
briggsville,ar,90,Briggsville
brinkley,ar,2639,Brinkley
brockwell,ar,145,Brockwell
brookland,ar,4236,Brookland
bryant,ar,21073,Bryant
buckner,ar,159,Buckner
bull-shoals,ar,1949,Bull Shoals
burdette,ar,138,Burdette
cabot,ar,26666,Cabot
caddo-gap,ar,597,Caddo Gap
caddo-valley,ar,591,Caddo Valley
caldwell,ar,441,Caldwell
cale,ar,78,Cale
calico-rock,ar,1777,Calico Rock
calion,ar,424,Calion
camden,ar,10461,Camden
cammack-village,ar,767,Cammack Village
camp,ar,385,Camp
campbell-station,ar,229,Campbell Station
canehill,ar,1183,Canehill
caraway,ar,1120,Caraway
carlisle,ar,2022,Carlisle
carthage,ar,209,Carthage
casa,ar,117,Casa
cash,ar,282,Cash
casscoe,ar,261,Casscoe
caulksville,ar,157,Caulksville
cave-city,ar,1961,Cave City
cave-springs,ar,5902,Cave Springs
cecil,ar,213,Cecil
cedarville,ar,1408,Cedarville
center-ridge,ar,1171,Center Ridge
centerton,ar,19991,Centerton
centerville,ar,0,Centerville
central-city,ar,465,Central City
charleston,ar,2604,Charleston
charlotte,ar,357,Charlotte
cherokee-village,ar,4862,Cherokee Village
cherry-valley,ar,567,Cherry Valley
chester,ar,145,Chester
chidester,ar,246,Chidester
choctaw,ar,0,Choctaw
clarendon,ar,1496,Clarendon
clarkedale,ar,335,Clarkedale
clarkridge,ar,675,Clarkridge
clarksville,ar,9518,Clarksville
cleveland,ar,680,Cleveland
clinton,ar,2487,Clinton
coal-hill,ar,814,Coal Hill
college-station,ar,0,College Station
colt,ar,292,Colt
columbus,ar,94,Columbus
combs,ar,725,Combs
compton,ar,336,Compton
concord,ar,190,Concord
conway,ar,65965,Conway
cord,ar,357,Cord
corinth,ar,44,Corinth
corning,ar,3178,Corning
cotter,ar,908,Cotter
cotton-plant,ar,514,Cotton Plant
cove,ar,324,Cove
coy,ar,83,Coy
crawfordsville,ar,456,Crawfordsville
crocketts-bluff,ar,87,Crocketts Bluff
crossett,ar,4706,Crossett
crumrod,ar,62,Crumrod
curtis,ar,27,Curtis
cushman,ar,443,Cushman
daisy,ar,83,Daisy
damascus,ar,386,Damascus
danville,ar,2011,Danville
dardanelle,ar,4500,Dardanelle
datto,ar,65,Datto
de-queen,ar,6055,De Queen
de-valls-bluff,ar,508,De Valls Bluff
de-witt,ar,5043,De Witt
decatur,ar,1758,Decatur
deer,ar,706,Deer
delaplaine,ar,64,Delaplaine
delaware,ar,743,Delaware
delight,ar,288,Delight
dell,ar,191,Dell
dennard,ar,366,Dennard
denning,ar,201,Denning
dermott,ar,2622,Dermott
des-arc,ar,1865,Des Arc
desha,ar,491,Desha
dewitt,ar,2970,DeWitt
diamond-city,ar,771,Diamond City
diaz,ar,1228,Diaz
dierks,ar,902,Dierks
doddridge,ar,1704,Doddridge
dolph,ar,219,Dolph
donaldson,ar,278,Donaldson
dover,ar,1339,Dover
drasco,ar,1631,Drasco
driver,ar,0,Driver
dumas,ar,3875,Dumas
dyer,ar,772,Dyer
dyess,ar,329,Dyess
earle,ar,1802,Earle
east-camden,ar,786,East Camden
edgemont,ar,1192,Edgemont
edmondson,ar,242,Edmondson
egypt,ar,112,Egypt
el-dorado,ar,17395,El Dorado
el-paso,ar,1234,El Paso
elaine,ar,485,Elaine
elizabeth,ar,750,Elizabeth
elkins,ar,3725,Elkins
elm-springs,ar,2570,Elm Springs
emerson,ar,290,Emerson
emmet,ar,410,Emmet
england,ar,2453,England
enola,ar,319,Enola
ethel,ar,120,Ethel
etowah,ar,246,Etowah
eudora,ar,1700,Eudora
eureka-springs,ar,2184,Eureka Springs
evansville,ar,99,Evansville
evening-shade,ar,429,Evening Shade
everton,ar,102,Everton
fairfield-bay,ar,2107,Fairfield Bay
fargo,ar,60,Fargo
farmington,ar,8198,Farmington
fayetteville,ar,97328,Fayetteville
felsenthal,ar,83,Felsenthal
fifty-six,ar,270,Fifty Six
fisher,ar,176,Fisher
flippin,ar,1343,Flippin
floral,ar,1600,Floral
fordyce,ar,3303,Fordyce
foreman,ar,963,Foreman
forrest-city,ar,12809,Forrest City
fort-smith,ar,89557,Fort Smith
fouke,ar,812,Fouke
fountain-hill,ar,107,Fountain Hill
fountain-lake,ar,477,Fountain Lake
fourche,ar,56,Fourche
fox,ar,537,Fox
franklin,ar,194,Franklin
frenchmans-bayou,ar,15,Frenchmans Bayou
friendship,ar,158,Friendship
fulton,ar,112,Fulton
gamaliel,ar,578,Gamaliel
garfield,ar,600,Garfield
garland,ar,198,Garland
garland-city,ar,260,Garland City
garner,ar,215,Garner
gassville,ar,2191,Gassville
gateway,ar,439,Gateway
gentry,ar,3998,Gentry
georgetown,ar,82,Georgetown
gepp,ar,768,Gepp
gilbert,ar,26,Gilbert
gillett,ar,571,Gillett
gillham,ar,157,Gillham
gilmore,ar,169,Gilmore
glencoe,ar,134,Glencoe
glenwood,ar,2055,Glenwood
goodwin,ar,98,Goodwin
goshen,ar,2176,Goshen
gosnell,ar,2824,Gosnell
gould,ar,664,Gould
grady,ar,308,Grady
grannis,ar,498,Grannis
grapevine,ar,1194,Grapevine
gravelly,ar,218,Gravelly
gravette,ar,3643,Gravette
green-forest,ar,3045,Green Forest
greenbrier,ar,5844,Greenbrier
greenland,ar,1215,Greenland
greenway,ar,172,Greenway
greenwood,ar,9610,Greenwood
greers-ferry,ar,828,Greers Ferry
gregory,ar,13,Gregory
griffithville,ar,156,Griffithville
grubbs,ar,304,Grubbs
guion,ar,71,Guion
gum-springs,ar,90,Gum Springs
gurdon,ar,1840,Gurdon
guy,ar,749,Guy
hackett,ar,809,Hackett
hagarville,ar,587,Hagarville
hamburg,ar,2474,Hamburg
hampton,ar,1179,Hampton
hardy,ar,757,Hardy
harrell,ar,208,Harrell
harriet,ar,810,Harriet
harrisburg,ar,2218,Harrisburg
harrison,ar,13230,Harrison
hartford,ar,500,Hartford
hartman,ar,517,Hartman
harvey,ar,224,Harvey
haskell,ar,4000,Haskell
hasty,ar,472,Hasty
hatfield,ar,346,Hatfield
hattieville,ar,1981,Hattieville
havana,ar,239,Havana
haynes,ar,119,Haynes
hazen,ar,1438,Hazen
heber-springs,ar,7157,Heber Springs
hector,ar,414,Hector
helena,ar,4133,Helena
helena-west-helena,ar,9188,Helena-West Helena
henderson,ar,746,Henderson
hensley,ar,5853,Hensley
hermitage,ar,515,Hermitage
heth,ar,416,Heth
hickory-plains,ar,237,Hickory Plains
hickory-ridge,ar,229,Hickory Ridge
higden,ar,116,Higden
higginson,ar,755,Higginson
highfill,ar,1875,Highfill
highland,ar,1014,Highland
hindsville,ar,90,Hindsville
hiwasse,ar,430,Hiwasse
holiday-island,ar,2390,Holiday Island
holland,ar,593,Holland
holly-grove,ar,455,Holly Grove
hope,ar,8748,Hope
horatio,ar,909,Horatio
horseshoe-bend,ar,2494,Horseshoe Bend
horseshoe-lake,ar,259,Horseshoe Lake
hot-springs,ar,38008,Hot Springs
hot-springs-national-park,ar,76250,Hot Springs National Park
hot-springs-village,ar,18998,Hot Springs Village
houston,ar,145,Houston
hoxie,ar,2660,Hoxie
hughes,ar,1031,Hughes
humnoke,ar,216,Humnoke
humphrey,ar,466,Humphrey
hunter,ar,104,Hunter
huntington,ar,492,Huntington
huntsville,ar,3048,Huntsville
huttig,ar,439,Huttig
ida,ar,26,Ida
imboden,ar,639,Imboden
ivan,ar,74,Ivan
jacksonport,ar,148,Jacksonport
jacksonville,ar,29248,Jacksonville
jasper,ar,532,Jasper
jefferson,ar,413,Jefferson
jennette,ar,117,Jennette
jericho,ar,97,Jericho
jersey,ar,47,Jersey
jerusalem,ar,418,Jerusalem
jessieville,ar,843,Jessieville
johnson,ar,3614,Johnson
joiner,ar,484,Joiner
jonesboro,ar,78862,Jonesboro
judsonia,ar,1869,Judsonia
junction-city,ar,493,Junction City
keiser,ar,729,Keiser
kensett,ar,1405,Kensett
keo,ar,203,Keo
kibler,ar,1012,Kibler
kingsland,ar,343,Kingsland
kingston,ar,457,Kingston
kirby,ar,748,Kirby
knobel,ar,145,Knobel
knoxville,ar,658,Knoxville
la-grange,ar,7,La Grange
lafe,ar,421,Lafe
lagrange,ar,50,LaGrange
lake-city,ar,2434,Lake City
lake-view,ar,312,Lake View
lake-village,ar,2033,Lake Village
lakeview,ar,781,Lakeview
lamar,ar,1734,Lamar
lambrook,ar,49,Lambrook
langley,ar,44,Langley
lavaca,ar,2467,Lavaca
leachville,ar,1980,Leachville
lead-hill,ar,280,Lead Hill
leola,ar,460,Leola
lepanto,ar,1709,Lepanto
leslie,ar,376,Leslie
letona,ar,237,Letona
lewisville,ar,885,Lewisville
lexa,ar,194,Lexa
lincoln,ar,2295,Lincoln
little-flock,ar,3054,Little Flock
little-rock,ar,202230,Little Rock
little-rock-air-force-base,ar,673,Little Rock Air Force Base
lockesburg,ar,594,Lockesburg
locust-grove,ar,675,Locust Grove
london,ar,987,London
lonoke,ar,4243,Lonoke
lonsdale,ar,105,Lonsdale
louann,ar,150,Louann
lowell,ar,10160,Lowell
luxora,ar,913,Luxora
lynn,ar,255,Lynn
mabelvale,ar,14079,Mabelvale
madison,ar,741,Madison
magazine,ar,742,Magazine
magness,ar,217,Magness
magnolia,ar,10915,Magnolia
malvern,ar,10916,Malvern
mammoth-spring,ar,932,Mammoth Spring
manila,ar,3660,Manila
mansfield,ar,1051,Mansfield
marble-falls,ar,548,Marble Falls
marcella,ar,275,Marcella
marianna,ar,3545,Marianna
marie,ar,103,Marie
marion,ar,13671,Marion
marked-tree,ar,2248,Marked Tree
marmaduke,ar,1218,Marmaduke
marshall,ar,1336,Marshall
marvell,ar,809,Marvell
maumelle,ar,19264,Maumelle
mayflower,ar,2020,Mayflower
maynard,ar,379,Maynard
maysville,ar,119,Maysville
mccaskill,ar,55,McCaskill
mccrory,ar,1551,McCrory
mcdougal,ar,131,McDougal
mcgehee,ar,3754,McGehee
mcnab,ar,29,McNab
mcneil,ar,378,McNeil
mcrae,ar,616,McRae
melbourne,ar,1870,Melbourne
mellwood,ar,0,Mellwood
mena,ar,5608,Mena
menifee,ar,277,Menifee
midland,ar,224,Midland
midway,ar,373,Midway
mineral-springs,ar,1074,Mineral Springs
minturn,ar,89,Minturn
mitchellville,ar,285,Mitchellville
monette,ar,1541,Monette
monroe,ar,0,Monroe
monticello,ar,8276,Monticello
montrose,ar,240,Montrose
moorefield,ar,122,Moorefield
moro,ar,178,Moro
morrilton,ar,7047,Morrilton
morrison-bluff,ar,79,Morrison Bluff
morrow,ar,401,Morrow
moscow,ar,10,Moscow
mount-holly,ar,194,Mount Holly
mount-ida,ar,1012,Mount Ida
mount-judea,ar,405,Mount Judea
mount-pleasant,ar,362,Mount Pleasant
mount-vernon,ar,145,Mount Vernon
mountain-home,ar,13022,Mountain Home
mountain-pine,ar,581,Mountain Pine
mountain-view,ar,2889,Mountain View
mountainburg,ar,524,Mountainburg
mulberry,ar,1554,Mulberry
murfreesboro,ar,1488,Murfreesboro
nashville,ar,4110,Nashville
natural-dam,ar,193,Natural Dam
new-blaine,ar,719,New Blaine
new-edinburg,ar,852,New Edinburg
newark,ar,1172,Newark
newhope,ar,805,Newhope
newport,ar,8028,Newport
nimmons,ar,64,Nimmons
norfork,ar,469,Norfork
norman,ar,309,Norman
norphlet,ar,746,Norphlet
north-little-rock,ar,64169,North Little Rock
o'kean,ar,148,O'Kean
oak-grove,ar,384,Oak Grove
oak-grove-heights,ar,1139,Oak Grove Heights
oakhaven,ar,66,Oakhaven
oakland,ar,755,Oakland
oark,ar,140,Oark
oden,ar,185,Oden
ogden,ar,128,Ogden
oil-trough,ar,223,Oil Trough
okean,ar,195,OKean
okolona,ar,98,Okolona
ola,ar,928,Ola
omaha,ar,131,Omaha
oneida,ar,0,Oneida
onia,ar,314,Onia
oppelo,ar,746,Oppelo
osceola,ar,6762,Osceola
oxford,ar,590,Oxford
ozan,ar,49,Ozan
ozark,ar,3550,Ozark
ozone,ar,512,Ozone
palestine,ar,496,Palestine
pangburn,ar,501,Pangburn
paragould,ar,30030,Paragould
paris,ar,3191,Paris
parkdale,ar,171,Parkdale
parkin,ar,782,Parkin
parks,ar,609,Parks
paron,ar,1224,Paron
parthenon,ar,82,Parthenon
patmos,ar,55,Patmos
patterson,ar,303,Patterson
pea-ridge,ar,7125,Pea Ridge
peach-orchard,ar,105,Peach Orchard
pearcy,ar,4961,Pearcy
peel,ar,473,Peel
pelsor,ar,493,Pelsor
pencil-bluff,ar,230,Pencil Bluff
perla,ar,257,Perla
perry,ar,261,Perry
perrytown,ar,231,Perrytown
perryville,ar,1382,Perryville
pettigrew,ar,135,Pettigrew
pickens,ar,58,Pickens
piggott,ar,3583,Piggott
pindall,ar,100,Pindall
pine-bluff,ar,40337,Pine Bluff
pineville,ar,156,Pineville
plainview,ar,464,Plainview
pleasant-grove,ar,249,Pleasant Grove
pleasant-plains,ar,350,Pleasant Plains
plumerville,ar,736,Plumerville
pocahontas,ar,7522,Pocahontas
pollard,ar,194,Pollard
ponca,ar,197,Ponca
poplar-grove,ar,560,Poplar Grove
portia,ar,419,Portia
portland,ar,316,Portland
pottsville,ar,3204,Pottsville
poughkeepsie,ar,583,Poughkeepsie
powhatan,ar,103,Powhatan
poyen,ar,263,Poyen
prairie-grove,ar,7410,Prairie Grove
prattsville,ar,295,Prattsville
prescott,ar,3049,Prescott
prim,ar,439,Prim
proctor,ar,1504,Proctor
pyatt,ar,182,Pyatt
quitman,ar,692,Quitman
ratcliff,ar,167,Ratcliff
ravenden,ar,426,Ravenden
ravenden-springs,ar,120,Ravenden Springs
rector,ar,1829,Rector
redfield,ar,1499,Redfield
reed,ar,123,Reed
reydell,ar,16,Reydell
reyno,ar,395,Reyno
rison,ar,954,Rison
rivervale,ar,31,Rivervale
rockport,ar,677,Rockport
roe,ar,68,Roe
rogers,ar,71436,Rogers
rohwer,ar,0,Rohwer
roland,ar,3245,Roland
romance,ar,2529,Romance
rondo,ar,161,Rondo
rose-bud,ar,498,Rose Bud
rosie,ar,368,Rosie
rosston,ar,269,Rosston
rover,ar,105,Rover
royal,ar,4668,Royal
rudy,ar,130,Rudy
russell,ar,186,Russell
russellville,ar,29014,Russellville
saffell,ar,359,Saffell
sage,ar,394,Sage
saint-charles,ar,199,Saint Charles
saint-francis,ar,211,Saint Francis
saint-joe,ar,130,Saint Joe
saint-paul,ar,113,Saint Paul
salem,ar,1582,Salem
salesville,ar,486,Salesville
saratoga,ar,296,Saratoga
scotland,ar,517,Scotland
scott,ar,2139,Scott
scranton,ar,240,Scranton
searcy,ar,22917,Searcy
sedgwick,ar,162,Sedgwick
shannon-hills,ar,4572,Shannon Hills
sheridan,ar,5068,Sheridan
sherrill,ar,55,Sherrill
sherwood,ar,33022,Sherwood
shirley,ar,242,Shirley
sidney,ar,197,Sidney
siloam-springs,ar,17936,Siloam Springs
sims,ar,205,Sims
smackover,ar,1608,Smackover
smithville,ar,85,Smithville
snow-lake,ar,14,Snow Lake
solgohachia,ar,508,Solgohachia
south-lead-hill,ar,86,South Lead Hill
southside,ar,4240,Southside
sparkman,ar,349,Sparkman
springdale,ar,87658,Springdale
springfield,ar,1240,Springfield
springtown,ar,87,Springtown
stamps,ar,1232,Stamps
star-city,ar,2193,Star City
state-university,ar,953,State University
stephens,ar,764,Stephens
story,ar,726,Story
strawberry,ar,266,Strawberry
strong,ar,408,Strong
sturkie,ar,151,Sturkie
stuttgart,ar,8013,Stuttgart
subiaco,ar,401,Subiaco
success,ar,97,Success
sulphur-rock,ar,609,Sulphur Rock
sulphur-springs,ar,476,Sulphur Springs
summers,ar,1172,Summers
summit,ar,540,Summit
sunset,ar,172,Sunset
swifton,ar,724,Swifton
taylor,ar,573,Taylor
texarkana,ar,29237,Texarkana
thida,ar,121,Thida
thornton,ar,336,Thornton
tichnor,ar,205,Tichnor
tillar,ar,163,Tillar
tilly,ar,85,Tilly
timbo,ar,955,Timbo
tinsman,ar,53,Tinsman
tollette,ar,188,Tollette
tontitown,ar,5595,Tontitown
traskwood,ar,500,Traskwood
trumann,ar,7354,Trumann
tucker,ar,2008,Tucker
tuckerman,ar,1702,Tuckerman
tull,ar,490,Tull
tumbling-shoals,ar,957,Tumbling Shoals
tupelo,ar,72,Tupelo
turner,ar,54,Turner
turrell,ar,511,Turrell
twin-groves,ar,317,Twin Groves
tyronza,ar,704,Tyronza
ulm,ar,170,Ulm
umpire,ar,405,Umpire
uniontown,ar,1132,Uniontown
valley-springs,ar,184,Valley Springs
van-buren,ar,23425,Van Buren
vandervoort,ar,113,Vandervoort
vanndale,ar,0,Vanndale
vendor,ar,389,Vendor
victoria,ar,19,Victoria
vilonia,ar,4407,Vilonia
viola,ar,359,Viola
violet-hill,ar,403,Violet Hill
wabash,ar,466,Wabash
wabbaseka,ar,178,Wabbaseka
waldenburg,ar,54,Waldenburg
waldo,ar,1147,Waldo
waldron,ar,3361,Waldron
walnut-ridge,ar,5445,Walnut Ridge
ward,ar,6342,Ward
warm-springs,ar,182,Warm Springs
warren,ar,5337,Warren
washington,ar,92,Washington
watson,ar,178,Watson
weiner,ar,639,Weiner
weldon,ar,58,Weldon
wesley,ar,1367,Wesley
west-fork,ar,2322,West Fork
west-helena,ar,6973,West Helena
west-memphis,ar,24052,West Memphis
west-point,ar,170,West Point
west-ridge,ar,46,West Ridge
western-grove,ar,351,Western Grove
wheatley,ar,273,Wheatley
whelen-springs,ar,45,Whelen Springs
white-hall,ar,5558,White Hall
wickes,ar,647,Wickes
wideman,ar,282,Wideman
widener,ar,207,Widener
wiederkehr-village,ar,46,Wiederkehr Village
wilburn,ar,390,Wilburn
williford,ar,82,Williford
willisville,ar,146,Willisville
wilmar,ar,387,Wilmar
wilmot,ar,408,Wilmot
wilson,ar,745,Wilson
wilton,ar,288,Wilton
winchester,ar,134,Winchester
winslow,ar,363,Winslow
winthrop,ar,117,Winthrop
wiseman,ar,9,Wiseman
witter,ar,784,Witter
witts-springs,ar,188,Witts Springs
woodson,ar,95,Woodson
wooster,ar,1037,Wooster
wright,ar,29,Wright
wrightsville,ar,1556,Wrightsville
wynne,ar,8250,Wynne
yellville,ar,1169,Yellville
yorktown,ar,0,Yorktown
zinc,ar,93,Zinc
aguila,az,527,Aguila
ajo,az,3621,Ajo
alpine,az,555,Alpine
amado,az,1219,Amado
apache-junction,az,39720,Apache Junction
arivaca,az,524,Arivaca
arizona-city,az,8766,Arizona City
arlington,az,445,Arlington
ash-fork,az,2585,Ash Fork
avondale,az,90502,Avondale
bagdad,az,3190,Bagdad
bapchule,az,1835,Bapchule
bellemont,az,1275,Bellemont
benson,az,5358,Benson
bisbee,az,4960,Bisbee
black-canyon-city,az,2408,Black Canyon City
blue,az,101,Blue
blue-gap,az,2201,Blue Gap
bouse,az,1073,Bouse
bowie,az,753,Bowie
buckeye,az,101720,Buckeye
bullhead-city,az,42189,Bullhead City
bylas,az,1777,Bylas
cameron,az,2061,Cameron
camp-verde,az,12275,Camp Verde
carefree,az,3691,Carefree
casa-grande,az,57400,Casa Grande
cashion,az,2610,Cashion
cave-creek,az,5010,Cave Creek
central,az,375,Central
chambers,az,968,Chambers
chandler,az,279479,Chandler
chinle,az,9714,Chinle
chino-valley,az,13473,Chino Valley
chloride,az,295,Chloride
cibecue,az,1506,Cibecue
cibola,az,171,Cibola
clarkdale,az,4616,Clarkdale
clay-springs,az,345,Clay Springs
claypool,az,387,Claypool
clifton,az,3828,Clifton
cochise,az,870,Cochise
colorado-city,az,2514,Colorado City
concho,az,1699,Concho
congress,az,1633,Congress
coolidge,az,14934,Coolidge
cornville,az,5505,Cornville
cottonwood,az,12437,Cottonwood
crown-king,az,143,Crown King
dateland,az,550,Dateland
dennehotso,az,1250,Dennehotso
dewey,az,11417,Dewey
dewey-humboldt,az,4449,Dewey-Humboldt
dolan-springs,az,1510,Dolan Springs
douglas,az,16341,Douglas
dragoon,az,446,Dragoon
duncan,az,675,Duncan
eagar,az,4390,Eagar
eden,az,0,Eden
ehrenberg,az,1012,Ehrenberg
el-mirage,az,35989,El Mirage
elfrida,az,784,Elfrida
elgin,az,1261,Elgin
eloy,az,16626,Eloy
flagstaff,az,74729,Flagstaff
florence,az,25312,Florence
forest-lakes,az,233,Forest Lakes
fort-apache,az,807,Fort Apache
fort-defiance,az,5909,Fort Defiance
fort-huachuca,az,4784,Fort Huachuca
fort-mcdowell,az,1370,Fort Mcdowell
fort-mohave,az,15795,Fort Mohave
fort-thomas,az,340,Fort Thomas
fountain-hills,az,23858,Fountain Hills
fredonia,az,1322,Fredonia
ganado,az,7436,Ganado
gila-bend,az,1885,Gila Bend
gilbert,az,273205,Gilbert
glendale,az,249893,Glendale
globe,az,7162,Globe
gold-canyon,az,12959,Gold Canyon
golden-valley,az,11544,Golden Valley
goodyear,az,101524,Goodyear
grand-canyon,az,2311,Grand Canyon
gray-mountain,az,39,Gray Mountain
green-valley,az,30148,Green Valley
greer,az,167,Greer
guadalupe,az,5312,Guadalupe
hackberry,az,520,Hackberry
happy-jack,az,1096,Happy Jack
hayden,az,516,Hayden
heber,az,409,Heber
hereford,az,9435,Hereford
higley,az,0,Higley
holbrook,az,4846,Holbrook
hotevilla,az,700,Hotevilla
houck,az,1389,Houck
huachuca-city,az,1623,Huachuca City
humboldt,az,1239,Humboldt
indian-wells,az,1882,Indian Wells
jerome,az,466,Jerome
joseph-city,az,2119,Joseph City
kaibeto,az,2286,Kaibeto
kayenta,az,8051,Kayenta
keams-canyon,az,1607,Keams Canyon
kearny,az,1773,Kearny
kingman,az,33869,Kingman
kirkland,az,2144,Kirkland
kykotsmovi-village,az,1504,Kykotsmovi Village
lake-havasu-city,az,58181,Lake Havasu City
lakeside,az,7719,Lakeside
laveen,az,50686,Laveen
leupp,az,1881,Leupp
litchfield-park,az,6945,Litchfield Park
littlefield,az,3935,Littlefield
lukachukai,az,2006,Lukachukai
luke-air-force-base,az,807,Luke Air Force Base
lukeville,az,40,Lukeville
lupton,az,542,Lupton
mammoth,az,1109,Mammoth
many-farms,az,1603,Many Farms
marana,az,54672,Marana
marble-canyon,az,205,Marble Canyon
maricopa,az,62446,Maricopa
mayer,az,6740,Mayer
mcnary,az,1360,Mcnary
mcneal,az,1050,McNeal
meadview,az,1641,Meadview
mesa,az,509339,Mesa
miami,az,1536,Miami
mohave-valley,az,8708,Mohave Valley
morenci,az,3881,Morenci
mormon-lake,az,272,Mormon Lake
morristown,az,1829,Morristown
mount-lemmon,az,26,Mount Lemmon
munds-park,az,950,Munds Park
naco,az,1111,Naco
nazlini,az,909,Nazlini
new-river,az,9410,New River
nogales,az,19745,Nogales
north-rim,az,296,North Rim
nutrioso,az,722,Nutrioso
oatman,az,94,Oatman
oracle,az,4887,Oracle
oro-valley,az,47792,Oro Valley
overgaard,az,3261,Overgaard
page,az,7376,Page
palo-verde,az,75,Palo Verde
paradise-valley,az,12674,Paradise Valley
parker,az,3344,Parker
parks,az,864,Parks
patagonia,az,797,Patagonia
paulden,az,4328,Paulden
payson,az,16500,Payson
peach-springs,az,1867,Peach Springs
pearce,az,2031,Pearce
peoria,az,194973,Peoria
peridot,az,3049,Peridot
petrified-forest-natl-pk,az,37,Petrified Forest Natl Pk
phoenix,az,1625356,Phoenix
picacho,az,311,Picacho
pima,az,2900,Pima
pine,az,2529,Pine
pinedale,az,566,Pinedale
pinetop,az,4514,Pinetop
pinetop-lakeside,az,4091,Pinetop-Lakeside
pinon,az,3720,Pinon
pirtleville,az,955,Pirtleville
polacca,az,1966,Polacca
pomerene,az,444,Pomerene
poston,az,206,Poston
prescott,az,47104,Prescott
prescott-valley,az,48133,Prescott Valley
quartzsite,az,2355,Quartzsite
queen-creek,az,66318,Queen Creek
red-rock,az,3173,Red Rock
red-valley,az,1440,Red Valley
rillito,az,0,Rillito
rimrock,az,4600,Rimrock
rio-rico,az,21509,Rio Rico
rio-verde,az,3221,Rio Verde
rock-point,az,1136,Rock Point
roll,az,608,Roll
roosevelt,az,637,Roosevelt
round-rock,az,1044,Round Rock
sacaton,az,4538,Sacaton
safford,az,10274,Safford
sahuarita,az,35233,Sahuarita
saint-david,az,2225,Saint David
saint-johns,az,3392,Saint Johns
